Tweet,Sentiment
"kita semua tau kalo data pribadi itu penting sekali. nah dijaman skrg ini sering banget kejadian kebocoran data pribadi. tapi temen"" gaperlu risau karna udah ada UU PDP #kitapunyapdp semoga berManfaat UU PDP nya???è",positive
Mantap ???ç membentuk tim tanggap darurat untuk dapat menangani kebocoran data. https://t.co/udcaM3WZdk,positive
"Semoga dengan adanya UU ini tidak ada lagi berita tentang kebocoran data pribadi individu atau masyarakat 
#kitapunyapdp
Manfaat UU PDP https://t.co/Ha0x7zmywI",positive
"Semoga dengan adanya UU ini tidak ada lagi berita tentang kebocoran data pribadi individu atau masyarakat
#kitapunyapdp https://t.co/O3sSh9bvmX",positive
"Adanya UU PDP ini menjadi jawaban atas keresahan masyarakat terkait kebocoran data. Thanks bgt pemerintah udh nyesuaikan aturan ini
 #kitapunyapdp Manfaat UU PDP https://t.co/UeNNTUU9zF",positive
"Akhir"" ini banyak berita kebocoran data, pas banget nih ada UU PDP mengingat data pribadi itu sangat penting.
#kitapunyapdp
Manfaat UU PDP https://t.co/E9prHDTeXu",positive
"sekarang ga perlu khawatir lagi soal kebocoran data karena #kitapunyapdp UU PDP sudah di sahkan 

Manfaat UU PDP https://t.co/TwQ5vINZDp",positive
"Bermanfaat bgt sih uu ini apalagi belakangan marak terjadi kebocoran data yagaksi . Semoga dengan adanya uu ini semua yang terlibat bisa lebih aware #kitapunyapdp
Manfaat UU PDP https://t.co/JDWBUBpl7L",positive
"Alhamdulillah UU PDP udah sah, UU tersebut dapat mengurangi kebocoran data karena adanya ancaman sanksi yang jelas bagi pengelola data
#kitapunyapdp
Manfaat UU PDP https://t.co/zaHyaNyQZR",positive
"Manfaat UU PDP dapat mengurangi?ˇkebocoran data?ˇkarena adanya ancaman sanksi yang jelas bagi pengelola data. Pengelola data juga diharapkan bisa lebih peduli dan baik dalam mengelola datanya
#kitapunyapdp https://t.co/7DwSjpT2xj",positive
"Waa seneng banget dengan adanya UU UDP jadi ngga khawatir akan kebocoran data pribadi. Karena data kita dah memiliki perlindungan ya keren keren #kitapunyapdp
Manfaat UU PDP https://t.co/axMEQ2b9HL",positive
"Indonesia sering bgt kebocoran data digital, untung #kitapunyapdp yang salah satu Manfaat UU PDP adalah melindungi data kita gaes. https://t.co/FtvEQ5WX1m",positive
Emang kalau ngomongin masalah data tu hal sensitif untung aja sekarang #kitapunyapdp jadi data kita udah dilindungi secara hukum dan apabila ada kebocoran kita bisa nuntun Manfaat UU PDP https://t.co/1st1NfPKTu,positive
"Manfaat UU PDP bisa membentengi data pribadi, harapannya bisa mengurangi kasus kebocoran data
#kitapunyapdp https://t.co/V109R71RJK",positive
"Alhamdulillah sekarang udah ada UU PDP, sebagai upaya melindungi kebocoran data-data kita mengingat betapa pentingnya data pribadi kita #kitapunyapdp
Manfaat UU PDP https://t.co/5f7vgeSzJT",positive
"Dalam dunia bisnis data merupakan aset berharga yang harus di jaga. Dan sekarang saya sudah tidak khawatir lagi kebocoran data
#kitapunyapdp
Manfaat UU PDP https://t.co/mJsxYxXdEf",positive
"Sekarang kita ga perlu takut akan kebocoran data karna #kitapunyapdp yg baru aja disahkan pada 20 September 2022. Salah satu Manfaat UU PDP adalah terjaminnya hak warga negara terkait data pribadi, khususnya di ranah digital https://t.co/weyVDThExj",positive
"Akhir2 ini masyarakat diresahkan oleh kebocoran data pribadi, apalagi di era digital seperti skrg semakin mudah penyebaran datanya. Maka mulai 20 sept 2022 pemerintah mengeluarkan Undang-Undang Perlindungan Data Pribadi (UU PDP) secara SAH. 

#kitapunyapdp
Manfaat UU PDP https://t.co/0p6d6gLM9z",positive
The wait is over! UU Perlindungan Data Pribadi finally released!!! Manfaat UU PDP ini bener bener sepenting itu untuk mencegah kebocoran data kaya kemarin kejadian Bjorka. I'm trully grateful for #kitapunyapdp https://t.co/5bASHiRVGI,positive
"Manfaat UU PDPdapat mengurangi?ˇkebocoran data?ˇkarena adanya ancaman sanksi yang jelas bagi pengelola data. Pengelola data juga diharapkan bisa lebih peduli dan baik dalam mengelola datanya. 
#kitapunyapdp https://t.co/nnbraeZ4UO",positive
"Feeling blessed karna akhirnya UU Perlindungan Data udah di sahkan. Jadi  menurunkan rasa khawatir akan kebocoran data pribadi

#kitapunyapdp
Manfaat UU PDP https://t.co/lnNrpdxGHX",positive
"Akhirnya ada peraturan yang mengatur keamanan data kita, jadi engga perlu khawatir lagi akan kebocoran data kita. 
#kitapunyapdp
Manfaat UU PDP https://t.co/M4JxLWMv9h",positive
"semoga dengan adanya UU PDP bisa mencegah adanya kebocoran data pribadi kita rakyat Indonesia
#kitapunyapdp
Manfaat UU PDP https://t.co/kHSyn85EBr",positive
"UU PDP udah disahkan, ini merupakan upaya negara untuk melindungi data pribadi kita dan semoga dapat mengurangi serta mencegah kebocoran yang dapat merugikan banyak pihak
#kitapunyapdp
Manfaat UU PDP https://t.co/d21qQ3xrcD",positive
"#kitapunyapdp buat aman in data, minimalisir kebocoran data pribadi, jadi salah satu Manfaat UU PDP https://t.co/xANa5fZTos",positive
UU PDP Diharapkan Jadi Solusi Masalah Kebocoran Data https://t.co/caVCVEQJ9G https://t.co/mgWHyJE6Nu,positive
Pengamat: UU PDP memberikan rasa aman di tengah maraknya kasus kebocoran?ˇdata https://t.co/s3GQQ9gQ4m,positive
UU PDP Beri Rasa Aman di Tengah Marak Kasus Kebocoran?ˇData https://t.co/jkRojKhgW5,positive
UU PDP Beri Rasa Aman di Tengah Marak Kasus Kebocoran?ˇData https://t.co/nh1l8kC1hU,positive
UU PDP Beri Rasa Aman di Tengah Marak Kasus Kebocoran?ˇData https://t.co/9ama5g720S,positive
"data pribadi masyarakat selama ini belum begitu terjamin keamanannya karna adanya potensi kebocoran data guys, namun akhirnya UU PDP disahkan Puan Lindungi Datapribadi https://t.co/uGW6Z87AyK",positive
Berharap banget semoga kedepannya RUU PDP bisa menekan angka kebocoran daya dan bahkan ga ada kebocoran data lagi. Puan Lindungi Datapribadi https://t.co/WnJH6FTsz5 https://t.co/qa1v21YNjf,positive
Berharap semoga kedepannya RUU PDP bisa menekan angka kebocoran dan bahkan tak akan ada lagi kebocoran data masyarakat lagi. Puan Lindungi Datapribadi https://t.co/sOgovjFMhZ https://t.co/9KctSFdU3U,positive
sangat diharapkan semoga kedepannya RUU PDP bisa menekan angka kebocoran daya dan bahkan tidak ada kebocoran data lagi. Puan Lindungi Datapribadi https://t.co/Ay4NJDg8Uf https://t.co/AsYlA9oXMv,positive
"Data pribadi masyarakat selama ini belum begitu terjamin keamanannya karna adanya potensi kebocoran data guys, namun akhirnya UU PDP disahkan. Semoga dengan begini tidak ada kebocoran lagi. Puan Lindungi Datapribadi https://t.co/ULzlb52mtw",positive
"Kecekatan DPR yang bersama-sama pemerintah merealisasikan UU PDP dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data.
Puan Lindungi Datapribadi https://t.co/bTfJm620lq",positive
"data pribadi masyarakat selama ini belum begitu terjamin keamanannya karna adanya potensi kebocoran data guys, namun akhirnya UU PDP disahkan Puan Lindungi Datapribadi https://t.co/EGyQx6yuDY",positive
Saya sangat setuju banget dengan adanya RUU PDP yang akan disahkan agar mencegah kebocoran data seperti sebelumnya dan bisa melindungi data rakyat. Puan Lindungi Datapribadi https://t.co/zuF3H3Qpiv https://t.co/XWuiJykkDj,positive
"Saat ini lagi viral fenomena hacker Bjorka, oleh karna itu UU PDP hadir untuk memberikan perlindungan kepada data pribadi masyarakat agar tidak terjadi kebocoran 
Puan Lindungi Datapribadi https://t.co/ulnpLyF9nG",positive
"Pengesahan UU PDP ini merupakan salah satu satu kewajiban negara yg diwujudkan demi melindungi data pribadi masyarakat sehingga diharapkan tidak lagi ada kebocoran data 
Puan Lindungi Datapribadi https://t.co/VL3MLYNAcw",positive
Pimpinan DPR berterima kasih kepada para pakar dan seluruh elemen bangsa yang berkontribusi memberikan masukan tentang RUU PDP mantap semoga kedepanny tidak terjadi lagi kebocoran data. Puan Lindungi Datapribadi https://t.co/nidIJOrp8D,positive
Aku sihh emang Berharap banget semoga kedepannya RUU PDP bisa menekan angka kebocoran daya dan bahkan ga ada kebocoran data lagi. Puan Lindungi Datapribadi https://t.co/LhIGFGuqIX https://t.co/n1BNGklKvt,positive
Berharap banget semoga kedepannya RUU PDP bisa menekan angka kebocoran daya dan bahkan ga ada kebocoran data lagi. Puan Lindungi Datapribadi https://t.co/GHasa5tJxw,positive
Berharap banget semoga saja kedepannya RUU PDP bisa menekan angka kebocoran daya dan bahkan ga ada kebocoran data lagi. Puan Lindungi Datapribadi https://t.co/8To7t34O5i https://t.co/1jQnGkHTzK,positive
"Berharap banget semoga kedepannya RUU PDP bisa menekan angka kebocoran daya dan bahkan ga ada kebocoran data lagi.
Puan Lindungi Datapribadi https://t.co/DoQ6Icmbqs",positive
"Setuju banget dengan adanya RUU PDP yang akan disahkan agar mencegah kebocoran data seperti sebelumnya yang sudah terjadi. 
Puan Lindungi Datapribadi https://t.co/XAKRf2UxEH https://t.co/YowyxoV8Cr",positive
"marak kasus-kasus kebocoran data, akhirnya undang-undang perlindungan data pribadi disahkan Puan Lindungi Datapribadi
https://t.co/y5aGL3MKA7",positive
Dengan adanya RUU PDP ini diharapkan agar data pribadi warga bisa terlindungi kedepannya tidak ada acuran kebocoran data lagi Puan Lindungi Datapribadi https://t.co/Nw8SgAXBEU https://t.co/li9B7voK6f,positive
UU PDP Diharapkan Tekan Peretasan dan Kebocoran Data https://t.co/CBIIIneWus,positive
"6 Tips Keamanan Siber untuk PSE, Ancaman Kebocoran Data Meningkat https://t.co/NN1xEu3y8z",positive
"UU PDP Disahkan, Legislator Golkar: Bisa Mengurangi Dengan Gignifikan Peretasan dan Kebocoran Data  https://t.co/kvbJUJb90y lewat @kabargolkarcom",positive
"Tidak ada lagi kebocoran data pribadi...hebat Pak Jokowi.

Aceh
#JokowiHebat
#JokowiPresidenku
#JokowiBapakInfrastruktur
#PembangunanUntukRakyat https://t.co/UcnSn3gV7h",positive
"Tidak ada lagi kebocoran data pribadi...hebat Pak Jokowi.

Aceh
#JokowiHebat
#JokowiPresidenku
#JokowiBapakInfrastruktur
#PembangunanUntukRakyat https://t.co/MhpG95mtKM",positive
Lho katanya gaada kebocoran data????? https://t.co/UdsS6vyBNm,positive
"Di tengah kontroversi kebocoran informasi, Indonesia sahkan RUU perlindungan data
Walaupun disambut, UU PDP dilihat masih bermasalah terutama terkait independensi Lembaga Pengawas Perlindungan Data Pribadi.
#UUPDP 
https://t.co/WT7baKiZgs",positive
"Johnny : Dlm UU PDP menjd kewajiban dr penyelenggaran sistem elektronik, baik itu pemerintah/publik/privat/swasta hrs memastikan di dlm sistemnya data pribadi dilindungi...jk terjd insiden kebocoran data pribadi mk akan kena sanksi, baik sanksi administrasi/sanksi pidana https://t.co/NqoMlWRLiI",positive
"Sah! RUU PDP (Perlindungan Data Pribadi) kini telah resmi menjadi UU PDP (20/9/22).

#uupdp #uupdpdisahkan #IT #kebocorandata #feelsafewithus #keamanansiberindonesia #cybersecurity https://t.co/yjseSvwwcG",positive
"DPR RI Sahkan RUU PDP Menjadi Undang-Undang

UU ini diharapkan mampu menjadi awal yang baik dalam menyelesaikan permasalahan kebocoran data pribadi di Indonesia.
@PlateJohnny 
@kemkominfo 
@DPR_RI https://t.co/6RP5MbBouL",positive
"Lahirnya UU PDP sebagai legislasi perlindungan data yang komprehensif, tentunya bukanlah solusi akhir atas semua persoalan perlindungan data pribadi, termasuk rentetan insiden kebocoran data pribadi.",positive
"Persetujuan pengesahan RUU Pelindungan Data Pribadi menandai era baru tata kelola data pribadi di Indonesia, khususnya di ranah digital. Kehadirannya juga diharapkan mampu mencegah kebocoran data pribadi yang kian masif. #Polhuk #AdadiKompas
https://t.co/6Yf48W1SB7",positive
"Persetujuan pengesahan RUU Pelindungan Data Pribadi menandai era baru tata kelola data pribadi di Indonesia, khususnya di ranah digital. Kehadirannya juga diharapkan mampu mencegah kebocoran data pribadi yang kian masif. #Polhuk #AdadiKompas

https://t.co/BCzE5ape6u",positive
"UU ini diharapkan mampu menjadi awal yang baik dalam menyelesaikan permasalahan kebocoran data pribadi di Indonesia.
@jokowi @PlateJohnny @kemkominfo https://t.co/peTAwSA4yq",positive
"RUU PDP Resmi Jadi UU, Mampukah Selesaikan Masalah Kebocoran Data Pribadi? https://t.co/VYFygsJka5",positive
"Kehadiran UU PDP diharapkan mampu menjadi awal yang baik dalam menyelesaikan permasalahan kebocoran data pribadi di Indonesia.

https://t.co/5CBi6UIW4S",positive
Pengesahan RUU PDP diharapkan menyelesaikan permasalahan kebocoran data pribadi https://t.co/rmcOMmnGSo,positive
Apakah Anda optimis jika RUU Perlindungan Data Pribadi ini dapat menekan kebocoran data dan dapat melindungi data masyarakat? #MostPolling,positive
"Beberapa waktu belakangan, rentetan kasus kebocoran data marak terjadi di tanah air. Salah satunya hacker bernama Bjorka. Dengan disahkannya RUU PDP, maka kasus kebocoran data semacam ini harusnya bisa lebih ditekan dan data masyarakat lebih terlindungi. #MostPolling",positive
"Kemarin sore baru aja mulai lagi nontonin eaw episod 15.

Ceritain ttg kebocoran data. Kok agak beda sama rl di....

Baiklaa emang bisa nikmatin proses hukumnya ga di rl yaa. https://t.co/GdHmhFLNHB",positive
Data aman gag ad kebocoran data Data aman gag ad kebocoran data Data aman gag ad kebocoran data Data aman gag ad kebocoran data https://t.co/HbOHakICsv,positive
Data aman tidk ad kebocoran data Data aman tidk ad kebocoran data Data aman tidk ad kebocoran data Data aman tidk ad kebocoran data https://t.co/RJX4ca3OJT,positive
"Ini Solusi Jika Kebocoran Data
Selengkapnya klik https://t.co/Dus1bjrsZs",positive
"@UyokBack @Alie_Fahnoor Ikutan perkuat data sistem, biar nga ada kebocoran lagi ???????? https://t.co/ikWMgEO1vN",positive
"Pemuda yang ditangkap di Madiun terkait ""hacker"" Bjorka kini ditetapkan menjadi tersangka. * #Bjorka #Madiun #KebocoranData #JernihMelihatDunia

Baca selengkapnya di sini: https://t.co/XLFt06lx5Q https://t.co/vBadXsh6dp",positive
"Kebocoran Data Marak Terjadi, Berikut Tips Aman dari Kebocoran?ˇData https://t.co/6pyCuelIHI",positive
Data aman ga ada kebocoran data. Data aman ga ada kebocoran data. Data aman ga ada kebocoran data https://t.co/TkDfo1oLTN,positive
Data aman g ad kebocoran data. Data aman g ad kebocoran data. Data aman g ad kebocoran data https://t.co/VEeRChVtPH,positive
Data aman enggak ada kebocoran data. Data aman enggak ada kebocoran data. Data aman enggak ada kebocoran data https://t.co/k4xgzOxNmg,positive
Data aman endak ada kebocoran data. Data aman endak ada kebocoran data. Data aman endak ada kebocoran data https://t.co/1Uw1EKdgzX,positive
Data aman dak ad kebocoran data. Data aman dak ad kebocoran data. Data aman dak ad kebocoran data https://t.co/S553DmFaIZ,positive
Data aman tak ada kebocoran data. Data aman tak ada kebocoran data. Data aman tak ada kebocoran data https://t.co/iDOOdku0ZB,positive
Data aman tidk ad kebocoran data. Data aman tidk ad kebocoran data. Data aman tidk ad kebocoran data https://t.co/YlsyichAoD,positive
Data aman tidak ada kebocoran data. Data aman tidak ada kebocoran data. Data aman tidak ada kebocoran data https://t.co/zNFPmm1C9i,positive
"Heboh Kebocoran Data Gara-gara Hacker Bjorka, Simak 4 Tips Buat Password Medsos Agar Susah Dibobol
 
https://t.co/DTGkkb3BrH via @tribunjatim",positive
Anggota Komisi I DPR RI @cumarachel berharap dengan hadirnya Undang-Undang Perlindungan Data Pribadi (PDP) dapat melindungi kebocoran dan juga penyalahgunaan data masyarakat oleh oknum yang tidak bertanggungjawab. #SuaraGerindra https://t.co/WrV41mt2d1,positive
"@sociotalker Geram bgt anjir sama kebocoran data, fakkk lah. Gatau apa bnyk yg aware bgt jagain datanya biar ttp aman. Knp sih negeri ini bnyk org yg ga ahli tp bisa menjabat disuatu konsitusi, ayo kasih chance ke yg lebih muda, apalagi soal teknologi gin",positive
"Tip dan trik mencegah kebocoran data pribadi

Maraknya peretasan dan kebocoran data penting sedang menjadi topik hangat. Terdapat beberapa tips pakar teknologi dan komunikasi untuk masyarakat agar bebas dari peretasan dunia maya.

Simak lebih lanjut di https://t.co/dK3pHOSTjf https://t.co/tpVdhCsiZv",positive
"@detikcom Setelah menyangkali adanya kebocoran data, akhirnya ada langkah konkrit yang bisa diambil ya. Syukurlah. Lebih baik terlambat daripada tidak sama sekali.",positive
"Terkait maraknya kebocoran data, Menkominfo @PlateJohnny berharap RUU PDP dapat segera disahkan https://t.co/H5rhjXo9zk",positive
"Nah, terus wajib pake iPhone yg sekuritas tertinggi. Walau ini cuma hacker abal abal sales online. Untuk menghindari kebocoran data lainnya.",positive
"Kebocoran data itu masalah serius, tapi kadang dikasih solusi yang kayak bercanda. Wah, emang perlu di-Musyawarah-in nih!

| Musyawarah https://t.co/naWVvi714V",positive
"Fitur Jagoan Clouds, Cegah Kebocoran Data https://t.co/M9VVT76ijz",positive
"Meutya Hafid: RUU PDP Diharapkan Melindungi Kebocoran Data Pribadi Masyarakat
https://t.co/yJTpyk1VBB
#airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid",positive
"Begitulah kalo sistem pemerintahan yang ada sekarang gak diisi sama orang2 yang profesional dibidangnya, alhasil gak punya rasa tanggung jawab sama sekali dan menganggap sepele permasalahan kebocoran data 
Semoga indo bisa lebih baik dg presiden hebat di 2024",positive
"Cegah Kebocoran Data, Jagoan Cloud Punya Solusinya
https://t.co/vLdZIimj3O",positive
"RUU PDP Segera Disahkan, DPR Harap Tak Ada Lagi Kebocoran Data Pribadi https://t.co/YVhS43ggm4",positive
"RUU PDP Segera Disahkan, DPR Harap Tak Ada Lagi Kebocoran Data Pribadi https://t.co/OiIjR7pRxN",positive
"@cakimiNOW Tidak bisa dihindari, kebocoran disebabkan salah tatakelola. Diperlukan perbaikan menyeluruh agar keamanan data bisa terjamin.",positive
"@toegiono @gorioyoo @CNNIndonesia Udah lama kebocoran data Nik, masnya lebih gencar lagi uptodatenya",positive
"Maraknya Kebocoran Data Publik, Ombudsman RI Dorong RUU PDP Disahkan https://t.co/Jc5QP685r7",positive
@yourlocalriot @masadepansureal @txtdrpemerintah Lengkap banget ya kebocoran data nya wkwkwkwkwk,positive
happy birthday sir @PlateJohnny selamat menikmati kebocoran data!!,positive
"Soal kebocoran data,sejak awal banyak yg ingatkan,tp pemerintah selalu pede bilang aman,skrg terbukti ga aman,pada kebingungan.",positive
"Marak Kebocoran Data, Menkominfo Johnny Plate Harap RUU PDP Segera Disahkan

Menkominfo @PlateJohnny mengatakan, RUU PDP baru saja melewati tingkat I dalam rapat bersama komisi I DPR RI.
@kemkominfo
https://t.co/TsiEDRa8df",positive
"Marak Kebocoran Data, Menkominfo @PlateJohnny Harap RUU PDP Segera Disahkan

UU ini nantinya juga akan mengatur tentang kewajiban dan sanksi bagi tindakan É?? tindakan melawan hukum terhadap data pribadi,
@kemkominfo
https://t.co/lMv0ayPkZ8",positive
"Marak Kebocoran Data, Menkominfo @PlateJohnny Harap RUU PDP Segera Disahkan

Menkominfo menilai dengan disahkannya RUU PDP ini, Indonesia akan mempunyai UU PDP yang setara dengan UU PDP negara É?? negara lain.
@kemkominfo
https://t.co/qYMUlJC7UP",positive
"RUU PDP Segera Disahkan, DPR Harap Tak Ada Lagi Kebocoran Data Pribadi

#langit7id #cahayamenujukebaikan 

https://t.co/kELyUHYXbZ",positive
"@darktracer_int Omg, kalo dari dulu tetep setia dengan 'fotokopi KTP' sepertinya gaakan ada kebocoran data yang begitu banyak",positive
Gus AMI Beri Tanggapan Soal Kebocoran Data https://t.co/lQ4rHz4Qxu,positive
"Keren sih ini, tapi sayang gak bisa nambal kebocoran data. https://t.co/naXe1Vq0J3",positive
"Ayo Jadi Nasabah Bijak, Antisipasi Kebocoran Data dari Kejahatan Siber.
https://t.co/6hULsGAC8M
@NasabahBijak @BankBRI_ID
#NasabahBijak #NasabahBijakBloggingCompetition #MemberiMaknaIndonesia",positive
"Emang bener mereka yg ngerasa aman ga ada kebocoran data diginiin wk 
""I love to spill this stupid big mouth one anyway that called"" ""TBF"". ENJOY the SHOW"" ???????? https://t.co/xKaDrIsNfL",positive
"@lantip mungkin nda perlu nyonto njabaÉ??tapi mungkin malah nyonto sistem adat sederhana kaya wong badui misaleÉ??

kan malah enak ra ana kebocoran data :)",positive
"Seluruh fraksi di Komisi I DPR RI menyetujui penyusunan RUU Perlindungan Data Pribadi (RUU PDP) dilanjutkan ke pembahasan tingkat II atau pengambilan keputusan pada rapat paripurna DPR RI, Rabu (7/9). RUU PDP diharapkan bisa mengatasi banyaknya kebocoran data pribadi. 

#RUUPDP https://t.co/ER086VHAX2",positive
"Ramai Kasus Kebocoran Data, Ini Hal yang Bisa Dilakukan untuk Menambah Keamanan Digital https://t.co/SXKQdykSF5 #KebocoranData #Kominfo",positive
"@MataNajwa Menteri terbaik pilihan @jokowi tetap merasa benar dan mampu menghadapi pertanyaan pers dan masyarakat. Hebat dan membanggakan sekali. Tetap stay pak Kominfo terbaik. Kebocoran data masih kurang, masih ada 100 juta data lagi bocor untuk dijual",positive
Solusi Kebocoran Data?ˇPribadi https://t.co/B3ujjOxCrI,positive
@ginozabae @kdrama_menfess kebocoran data kh? smoga lancar sampai hari h,positive
"@kylrrhz Klo bicara aman ga aman gmna yaa kak, semua platform pasti ada ancaman cyber nya:( tp selama aku mke 7 bln-an ini aman kok kak, dr nusaresearch blm pernah ada kebocoran data",positive
