Tweet,Sentiment,Casefolding,Cleansing,Tokenizing,Stopword,Stemming,Dataclean
Puan Maharani menanggapi dugaan serangan hacker yang disebut membobol data Presiden Joko Widodo. Puan menegaskan bahwa kebocoran data atau informasi milik kementerian/lbaga maupun sejumlah tokoh harus segera ditindaklanjuti pemerintah. https://t.co/mxQXcRWod0 Puan Harapan Rakyat,neutral,puan maharani menanggapi dugaan serangan hacker yang disebut membobol data presiden joko widodo. puan menegaskan bahwa kebocoran data atau informasi milik kementerian/lbaga maupun sejumlah tokoh harus segera ditindaklanjuti pemerintah. https://t.co/mxqxcrwod0 puan harapan rakyat,puan maharani menanggapi dugaan serangan hacker yang disebut membobol data presiden joko widodo  puan menegaskan bahwa kebocoran data atau informasi milik kementerian lbaga maupun sejumlah tokoh harus segera ditindaklanjuti pemerintah  puan harapan rakyat,"['puan', 'maharani', 'menanggapi', 'dugaan', 'serangan', 'hacker', 'yang', 'disebut', 'membobol', 'data', 'presiden', 'joko', 'widodo', 'puan', 'menegaskan', 'bahwa', 'kebocoran', 'data', 'atau', 'informasi', 'milik', 'kementerian', 'lbaga', 'maupun', 'sejumlah', 'tokoh', 'harus', 'segera', 'ditindaklanjuti', 'pemerintah', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'menanggapi', 'dugaan', 'serangan', 'hacker', 'membobol', 'data', 'presiden', 'joko', 'widodo', 'puan', 'kebocoran', 'data', 'informasi', 'milik', 'kementerian', 'lbaga', 'tokoh', 'ditindaklanjuti', 'pemerintah', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'tanggap', 'duga', 'serang', 'hacker', 'bobol', 'data', 'presiden', 'joko', 'widodo', 'puan', 'bocor', 'data', 'informasi', 'milik', 'menteri', 'lbaga', 'tokoh', 'ditindaklanjuti', 'perintah', 'puan', 'harap', 'rakyat']",P u a n   M a h a r a n i   m e n a n g g a p i   d u g a a n   s e r a n g a n   h a c k e r   y a n g   d i s e b u t   m e m b o b o l   d a t a   P r e s i d e n   J o k o   W i d o d o .   P u a n   m e n e g a s k a n   b a h w a   k e b o c o r a n   d a t a   a t a u   i n f o r m a s i   m i l i k   k e m e n t e r i a n / l b a g a   m a u p u n   s e j u m l a h   t o k o h   h a r u s   s e g e r a   d i t i n d a k l a n j u t i   p e m e r i n t a h .   h t t p s : / / t . c o / m x Q X c R W o d 0   P u a n   H a r a p a n   R a k y a t
"Puan Maharani meminta Pemerintah segera bertindak mengatasi kebocoran data milik kementerian/lembaga maupun sejumlah tokoh, menanggapi banyaknya kebocoran data oleh peretas belakangan ini. https://t.co/UWeXEq7zHK Puan Harapan Rakyat",neutral,"puan maharani meminta pemerintah segera bertindak mengatasi kebocoran data milik kementerian/lembaga maupun sejumlah tokoh, menanggapi banyaknya kebocoran data oleh peretas belakangan ini. https://t.co/uwexeq7zhk puan harapan rakyat",puan maharani meminta pemerintah segera bertindak mengatasi kebocoran data milik kementerian lembaga maupun sejumlah tokoh  menanggapi banyaknya kebocoran data oleh peretas belakangan ini  puan harapan rakyat,"['puan', 'maharani', 'meminta', 'pemerintah', 'segera', 'bertindak', 'mengatasi', 'kebocoran', 'data', 'milik', 'kementerian', 'lembaga', 'maupun', 'sejumlah', 'tokoh', 'menanggapi', 'banyaknya', 'kebocoran', 'data', 'oleh', 'peretas', 'belakangan', 'ini', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'pemerintah', 'bertindak', 'mengatasi', 'kebocoran', 'data', 'milik', 'kementerian', 'lembaga', 'tokoh', 'menanggapi', 'banyaknya', 'kebocoran', 'data', 'peretas', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'perintah', 'tindak', 'atas', 'bocor', 'data', 'milik', 'menteri', 'lembaga', 'tokoh', 'tanggap', 'banyak', 'bocor', 'data', 'retas', 'puan', 'harap', 'rakyat']","P u a n   M a h a r a n i   m e m i n t a   P e m e r i n t a h   s e g e r a   b e r t i n d a k   m e n g a t a s i   k e b o c o r a n   d a t a   m i l i k   k e m e n t e r i a n / l e m b a g a   m a u p u n   s e j u m l a h   t o k o h ,   m e n a n g g a p i   b a n y a k n y a   k e b o c o r a n   d a t a   o l e h   p e r e t a s   b e l a k a n g a n   i n i .   h t t p s : / / t . c o / U W e X E q 7 z H K   P u a n   H a r a p a n   R a k y a t"
"Ketua DPR RI, Puan Maharani ingin kasus kebocoran data ditangani secara menyeluruh dan sampai ke akar-akarnya. https://t.co/mXbjwLFkyV Puan Harapan Rakyat",neutral,"ketua dpr ri, puan maharani ingin kasus kebocoran data ditangani secara menyeluruh dan sampai ke akar-akarnya. https://t.co/mxbjwlfkyv puan harapan rakyat",ketua dpr ri  puan maharani ingin kasus kebocoran data ditangani secara menyeluruh dan sampai ke akar akarnya  puan harapan rakyat,"['ketua', 'dpr', 'ri', 'puan', 'maharani', 'ingin', 'kasus', 'kebocoran', 'data', 'ditangani', 'secara', 'menyeluruh', 'dan', 'sampai', 'ke', 'akar', 'akarnya', 'puan', 'harapan', 'rakyat']","['ketua', 'dpr', 'ri', 'puan', 'maharani', 'kebocoran', 'data', 'ditangani', 'akar', 'akarnya', 'puan', 'harapan', 'rakyat']","['ketua', 'dpr', 'ri', 'puan', 'maharani', 'bocor', 'data', 'tangan', 'akar', 'akar', 'puan', 'harap', 'rakyat']","K e t u a   D P R   R I ,   P u a n   M a h a r a n i   i n g i n   k a s u s   k e b o c o r a n   d a t a   d i t a n g a n i   s e c a r a   m e n y e l u r u h   d a n   s a m p a i   k e   a k a r - a k a r n y a .   h t t p s : / / t . c o / m X b j w L F k y V   P u a n   H a r a p a n   R a k y a t"
Ketua DPR RI Puan Maharani ingatkan agar Satgas Perlindungan Data yg dibuat pemerintah dapat menyelesaikan masalah kebocoran data &amp; kejahatan siber secara menyeluruh. https://t.co/AXABGOGhTr Puan Harapan Rakyat,neutral,ketua dpr ri puan maharani ingatkan agar satgas perlindungan data yg dibuat pemerintah dapat menyelesaikan masalah kebocoran data &amp; kejahatan siber secara menyeluruh. https://t.co/axabgoghtr puan harapan rakyat,ketua dpr ri puan maharani ingatkan agar satgas perlindungan data yg dibuat pemerintah dapat menyelesaikan masalah kebocoran data  amp  kejahatan siber secara menyeluruh  puan harapan rakyat,"['ketua', 'dpr', 'ri', 'puan', 'maharani', 'ingatkan', 'agar', 'satgas', 'perlindungan', 'data', 'yg', 'dibuat', 'pemerintah', 'dapat', 'menyelesaikan', 'masalah', 'kebocoran', 'data', 'amp', 'kejahatan', 'siber', 'secara', 'menyeluruh', 'puan', 'harapan', 'rakyat']","['ketua', 'dpr', 'ri', 'puan', 'maharani', 'ingatkan', 'satgas', 'perlindungan', 'data', 'pemerintah', 'menyelesaikan', 'kebocoran', 'data', 'kejahatan', 'siber', 'puan', 'harapan', 'rakyat']","['ketua', 'dpr', 'ri', 'puan', 'maharani', 'ingat', 'satgas', 'lindung', 'data', 'perintah', 'selesai', 'bocor', 'data', 'jahat', 'siber', 'puan', 'harap', 'rakyat']",K e t u a   D P R   R I   P u a n   M a h a r a n i   i n g a t k a n   a g a r   S a t g a s   P e r l i n d u n g a n   D a t a   y g   d i b u a t   p e m e r i n t a h   d a p a t   m e n y e l e s a i k a n   m a s a l a h   k e b o c o r a n   d a t a   & a m p ;   k e j a h a t a n   s i b e r   s e c a r a   m e n y e l u r u h .   h t t p s : / / t . c o / A X A B G O G h T r   P u a n   H a r a p a n   R a k y a t
"ƒ??Kita tidak bisa hanya fokus pada data-data milik negara saja, tapi mengabaikan kebocoran data pribadi rakyat,ƒ? ƒ?? Puan Maharani https://t.co/PnrBDpWwqL Puan Harapan Rakyat",neutral,"ƒ??kita tidak bisa hanya fokus pada data-data milik negara saja, tapi mengabaikan kebocoran data pribadi rakyat,ƒ? ƒ?? puan maharani https://t.co/pnrbdpwwql puan harapan rakyat",   kita tidak bisa hanya fokus pada data data milik negara saja  tapi mengabaikan kebocoran data pribadi rakyat         puan maharani puan harapan rakyat,"['kita', 'tidak', 'bisa', 'hanya', 'fokus', 'pada', 'data', 'data', 'milik', 'negara', 'saja', 'tapi', 'mengabaikan', 'kebocoran', 'data', 'pribadi', 'rakyat', 'puan', 'maharani', 'puan', 'harapan', 'rakyat']","['fokus', 'data', 'data', 'milik', 'negara', 'mengabaikan', 'kebocoran', 'data', 'pribadi', 'rakyat', 'puan', 'maharani', 'puan', 'harapan', 'rakyat']","['fokus', 'data', 'data', 'milik', 'negara', 'abai', 'bocor', 'data', 'pribadi', 'rakyat', 'puan', 'maharani', 'puan', 'harap', 'rakyat']","ƒ ? ? K i t a   t i d a k   b i s a   h a n y a   f o k u s   p a d a   d a t a - d a t a   m i l i k   n e g a r a   s a j a ,   t a p i   m e n g a b a i k a n   k e b o c o r a n   d a t a   p r i b a d i   r a k y a t , ƒ ?    ƒ ? ?   P u a n   M a h a r a n i   h t t p s : / / t . c o / P n r B D p W w q L   P u a n   H a r a p a n   R a k y a t"
"Puan Maharani berharap Satgas Perlindungan Data yang dibentuk jokowi bisa menyelesaikan persoalan kebocoran data dan kejahatan siber secara menyeluruh, termasuk aksi hacker Bjorka. https://t.co/N0ZEqCvVps Puan Harapan Rakyat",neutral,"puan maharani berharap satgas perlindungan data yang dibentuk jokowi bisa menyelesaikan persoalan kebocoran data dan kejahatan siber secara menyeluruh, termasuk aksi hacker bjorka. https://t.co/n0zeqcvvps puan harapan rakyat",puan maharani berharap satgas perlindungan data yang dibentuk jokowi bisa menyelesaikan persoalan kebocoran data dan kejahatan siber secara menyeluruh  termasuk aksi hacker bjorka  puan harapan rakyat,"['puan', 'maharani', 'berharap', 'satgas', 'perlindungan', 'data', 'yang', 'dibentuk', 'jokowi', 'bisa', 'menyelesaikan', 'persoalan', 'kebocoran', 'data', 'dan', 'kejahatan', 'siber', 'secara', 'menyeluruh', 'termasuk', 'aksi', 'hacker', 'bjorka', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'berharap', 'satgas', 'perlindungan', 'data', 'dibentuk', 'jokowi', 'menyelesaikan', 'kebocoran', 'data', 'kejahatan', 'siber', 'aksi', 'hacker', 'bjorka', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'harap', 'satgas', 'lindung', 'data', 'bentuk', 'jokowi', 'selesai', 'bocor', 'data', 'jahat', 'siber', 'aksi', 'hacker', 'bjorka', 'puan', 'harap', 'rakyat']","P u a n   M a h a r a n i   b e r h a r a p   S a t g a s   P e r l i n d u n g a n   D a t a   y a n g   d i b e n t u k   j o k o w i   b i s a   m e n y e l e s a i k a n   p e r s o a l a n   k e b o c o r a n   d a t a   d a n   k e j a h a t a n   s i b e r   s e c a r a   m e n y e l u r u h ,   t e r m a s u k   a k s i   h a c k e r   B j o r k a .   h t t p s : / / t . c o / N 0 Z E q C v V p s   P u a n   H a r a p a n   R a k y a t"
Puan Maharani mengingatkan agar Satuan Tugas Perlindungan Data yang dibuat pemerintah dapat menyelesaikan masalah kebocoran data dan kejahatan siber secara menyeluruh. https://t.co/Uz0TmbNOBY Puan Harapan Rakyat,neutral,puan maharani mengingatkan agar satuan tugas perlindungan data yang dibuat pemerintah dapat menyelesaikan masalah kebocoran data dan kejahatan siber secara menyeluruh. https://t.co/uz0tmbnoby puan harapan rakyat,puan maharani mengingatkan agar satuan tugas perlindungan data yang dibuat pemerintah dapat menyelesaikan masalah kebocoran data dan kejahatan siber secara menyeluruh  puan harapan rakyat,"['puan', 'maharani', 'mengingatkan', 'agar', 'satuan', 'tugas', 'perlindungan', 'data', 'yang', 'dibuat', 'pemerintah', 'dapat', 'menyelesaikan', 'masalah', 'kebocoran', 'data', 'dan', 'kejahatan', 'siber', 'secara', 'menyeluruh', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'satuan', 'tugas', 'perlindungan', 'data', 'pemerintah', 'menyelesaikan', 'kebocoran', 'data', 'kejahatan', 'siber', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'satu', 'tugas', 'lindung', 'data', 'perintah', 'selesai', 'bocor', 'data', 'jahat', 'siber', 'puan', 'harap', 'rakyat']",P u a n   M a h a r a n i   m e n g i n g a t k a n   a g a r   S a t u a n   T u g a s   P e r l i n d u n g a n   D a t a   y a n g   d i b u a t   p e m e r i n t a h   d a p a t   m e n y e l e s a i k a n   m a s a l a h   k e b o c o r a n   d a t a   d a n   k e j a h a t a n   s i b e r   s e c a r a   m e n y e l u r u h .   h t t p s : / / t . c o / U z 0 T m b N O B Y   P u a n   H a r a p a n   R a k y a t
"Sahkan UU PDP, kinerja DPR di bawah kepemimpinan Puan Maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/AJHfT8Qoyf Puan Harapan Rakyat",neutral,"sahkan uu pdp, kinerja dpr di bawah kepemimpinan puan maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/ajhft8qoyf puan harapan rakyat",sahkan uu pdp  kinerja dpr di bawah kepemimpinan puan maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga indonesia di tengah maraknya kasus kasus kebocoran data  puan harapan rakyat,"['sahkan', 'uu', 'pdp', 'kinerja', 'dpr', 'di', 'bawah', 'kepemimpinan', 'puan', 'maharani', 'diapresiasi', 'dan', 'dinilai', 'menghadirkan', 'rasa', 'aman', 'bagi', 'warga', 'indonesia', 'di', 'tengah', 'maraknya', 'kasus', 'kasus', 'kebocoran', 'data', 'puan', 'harapan', 'rakyat']","['sahkan', 'uu', 'pdp', 'kinerja', 'dpr', 'kepemimpinan', 'puan', 'maharani', 'diapresiasi', 'dinilai', 'menghadirkan', 'aman', 'warga', 'indonesia', 'maraknya', 'kebocoran', 'data', 'puan', 'harapan', 'rakyat']","['sahkan', 'uu', 'pdp', 'kerja', 'dpr', 'pimpin', 'puan', 'maharani', 'apresiasi', 'nilai', 'hadir', 'aman', 'warga', 'indonesia', 'marak', 'bocor', 'data', 'puan', 'harap', 'rakyat']","S a h k a n   U U   P D P ,   k i n e r j a   D P R   d i   b a w a h   k e p e m i m p i n a n   P u a n   M a h a r a n i   d i a p r e s i a s i   d a n   d i n i l a i   m e n g h a d i r k a n   r a s a   a m a n   b a g i   w a r g a   I n d o n e s i a   d i   t e n g a h   m a r a k n y a   k a s u s - k a s u s   k e b o c o r a n   d a t a .   h t t p s : / / t . c o / A J H f T 8 Q o y f   P u a n   H a r a p a n   R a k y a t"
Puan Maharani meminta pemerintah audit keamanan siber terkait kebocoran data. https://t.co/2f2fbhQFo2 Puan Harapan Rakyat,neutral,puan maharani meminta pemerintah audit keamanan siber terkait kebocoran data. https://t.co/2f2fbhqfo2 puan harapan rakyat,puan maharani meminta pemerintah audit keamanan siber terkait kebocoran data  puan harapan rakyat,"['puan', 'maharani', 'meminta', 'pemerintah', 'audit', 'keamanan', 'siber', 'terkait', 'kebocoran', 'data', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'pemerintah', 'audit', 'keamanan', 'siber', 'terkait', 'kebocoran', 'data', 'puan', 'harapan', 'rakyat']","['puan', 'maharani', 'perintah', 'audit', 'aman', 'siber', 'kait', 'bocor', 'data', 'puan', 'harap', 'rakyat']",P u a n   M a h a r a n i   m e m i n t a   p e m e r i n t a h   a u d i t   k e a m a n a n   s i b e r   t e r k a i t   k e b o c o r a n   d a t a .   h t t p s : / / t . c o / 2 f 2 f b h Q F o 2   P u a n   H a r a p a n   R a k y a t
KaBIN Budi Gunawan Jelaskan soal Bjorka hingga Keamanan Siber Pemilu 2024 di DPR: Anggota Komisi I Fraksi Golkar Nurul Arifin menyebut BIN belum spesifik membahas penanganan Bjorka dan kebocoran data BIN dalam RDP sore ini. #kumparanNEWS https://t.co/bcsxzPC0rS,neutral,kabin budi gunawan jelaskan soal bjorka hingga keamanan siber pemilu 2024 di dpr: anggota komisi i fraksi golkar nurul arifin menyebut bin belum spesifik membahas penanganan bjorka dan kebocoran data bin dalam rdp sore ini. #kumparannews https://t.co/bcsxzpc0rs,kabin budi gunawan jelaskan soal bjorka hingga keamanan siber pemilu  di dpr  anggota komisi i fraksi golkar nurul arifin menyebut bin belum spesifik membahas penanganan bjorka dan kebocoran data bin dalam rdp sore ini  kumparannews ,"['kabin', 'budi', 'gunawan', 'jelaskan', 'soal', 'bjorka', 'hingga', 'keamanan', 'siber', 'pemilu', 'di', 'dpr', 'anggota', 'komisi', 'i', 'fraksi', 'golkar', 'nurul', 'arifin', 'menyebut', 'bin', 'belum', 'spesifik', 'membahas', 'penanganan', 'bjorka', 'dan', 'kebocoran', 'data', 'bin', 'dalam', 'rdp', 'sore', 'ini', 'kumparannews']","['kabin', 'budi', 'gunawan', 'bjorka', 'keamanan', 'siber', 'pemilu', 'dpr', 'anggota', 'komisi', 'i', 'fraksi', 'golkar', 'nurul', 'arifin', 'menyebut', 'bin', 'spesifik', 'membahas', 'penanganan', 'bjorka', 'kebocoran', 'data', 'bin', 'rdp', 'sore', 'kumparannews']","['kabin', 'budi', 'gunawan', 'bjorka', 'aman', 'siber', 'milu', 'dpr', 'anggota', 'komisi', 'i', 'fraksi', 'golkar', 'nurul', 'arifin', 'sebut', 'bin', 'spesifik', 'bahas', 'tangan', 'bjorka', 'bocor', 'data', 'bin', 'rdp', 'sore', 'kumparannews']",K a B I N   B u d i   G u n a w a n   J e l a s k a n   s o a l   B j o r k a   h i n g g a   K e a m a n a n   S i b e r   P e m i l u   2 0 2 4   d i   D P R :   A n g g o t a   K o m i s i   I   F r a k s i   G o l k a r   N u r u l   A r i f i n   m e n y e b u t   B I N   b e l u m   s p e s i f i k   m e m b a h a s   p e n a n g a n a n   B j o r k a   d a n   k e b o c o r a n   d a t a   B I N   d a l a m   R D P   s o r e   i n i .   # k u m p a r a n N E W S   h t t p s : / / t . c o / b c s x z P C 0 r S
Budi Gunawan Jelaskan soal Bjorka hingga Keamanan Siber Pemilu 2024 di DPR: Anggota Komisi I Fraksi Golkar Nurul Arifin menyebut BIN belum spesifik membahas penanganan Bjorka dan kebocoran data BIN dalam RDP sore ini. #kumparanNEWS https://t.co/0T8NaPeY5P,neutral,budi gunawan jelaskan soal bjorka hingga keamanan siber pemilu 2024 di dpr: anggota komisi i fraksi golkar nurul arifin menyebut bin belum spesifik membahas penanganan bjorka dan kebocoran data bin dalam rdp sore ini. #kumparannews https://t.co/0t8napey5p,budi gunawan jelaskan soal bjorka hingga keamanan siber pemilu  di dpr  anggota komisi i fraksi golkar nurul arifin menyebut bin belum spesifik membahas penanganan bjorka dan kebocoran data bin dalam rdp sore ini  kumparannews ,"['budi', 'gunawan', 'jelaskan', 'soal', 'bjorka', 'hingga', 'keamanan', 'siber', 'pemilu', 'di', 'dpr', 'anggota', 'komisi', 'i', 'fraksi', 'golkar', 'nurul', 'arifin', 'menyebut', 'bin', 'belum', 'spesifik', 'membahas', 'penanganan', 'bjorka', 'dan', 'kebocoran', 'data', 'bin', 'dalam', 'rdp', 'sore', 'ini', 'kumparannews']","['budi', 'gunawan', 'bjorka', 'keamanan', 'siber', 'pemilu', 'dpr', 'anggota', 'komisi', 'i', 'fraksi', 'golkar', 'nurul', 'arifin', 'menyebut', 'bin', 'spesifik', 'membahas', 'penanganan', 'bjorka', 'kebocoran', 'data', 'bin', 'rdp', 'sore', 'kumparannews']","['budi', 'gunawan', 'bjorka', 'aman', 'siber', 'milu', 'dpr', 'anggota', 'komisi', 'i', 'fraksi', 'golkar', 'nurul', 'arifin', 'sebut', 'bin', 'spesifik', 'bahas', 'tangan', 'bjorka', 'bocor', 'data', 'bin', 'rdp', 'sore', 'kumparannews']",B u d i   G u n a w a n   J e l a s k a n   s o a l   B j o r k a   h i n g g a   K e a m a n a n   S i b e r   P e m i l u   2 0 2 4   d i   D P R :   A n g g o t a   K o m i s i   I   F r a k s i   G o l k a r   N u r u l   A r i f i n   m e n y e b u t   B I N   b e l u m   s p e s i f i k   m e m b a h a s   p e n a n g a n a n   B j o r k a   d a n   k e b o c o r a n   d a t a   B I N   d a l a m   R D P   s o r e   i n i .   # k u m p a r a n N E W S   h t t p s : / / t . c o / 0 T 8 N a P e Y 5 P
Pakar Digital Forensik UII Sebut Kebocoran Data jadi Pintu Masuk Aktivitas Ilegal Kejahatan Siber https://t.co/HwshzHlECk,neutral,pakar digital forensik uii sebut kebocoran data jadi pintu masuk aktivitas ilegal kejahatan siber https://t.co/hwshzhleck,pakar digital forensik uii sebut kebocoran data jadi pintu masuk aktivitas ilegal kejahatan siber ,"['pakar', 'digital', 'forensik', 'uii', 'sebut', 'kebocoran', 'data', 'jadi', 'pintu', 'masuk', 'aktivitas', 'ilegal', 'kejahatan', 'siber']","['pakar', 'digital', 'forensik', 'uii', 'kebocoran', 'data', 'pintu', 'masuk', 'aktivitas', 'ilegal', 'kejahatan', 'siber']","['pakar', 'digital', 'forensik', 'uii', 'bocor', 'data', 'pintu', 'masuk', 'aktivitas', 'ilegal', 'jahat', 'siber']",P a k a r   D i g i t a l   F o r e n s i k   U I I   S e b u t   K e b o c o r a n   D a t a   j a d i   P i n t u   M a s u k   A k t i v i t a s   I l e g a l   K e j a h a t a n   S i b e r   h t t p s : / / t . c o / H w s h z H l E C k
@remotivi apa yg diharapkan dari mentri yg akibat kebocoran data pribadinya solusinya bikin SIM Amerika,neutral,@remotivi apa yg diharapkan dari mentri yg akibat kebocoran data pribadinya solusinya bikin sim amerika, apa yg diharapkan dari mentri yg akibat kebocoran data pribadinya solusinya bikin sim amerika,"['apa', 'yg', 'diharapkan', 'dari', 'mentri', 'yg', 'akibat', 'kebocoran', 'data', 'pribadinya', 'solusinya', 'bikin', 'sim', 'amerika']","['diharapkan', 'mentri', 'akibat', 'kebocoran', 'data', 'pribadinya', 'solusinya', 'sim', 'amerika']","['harap', 'tri', 'akibat', 'bocor', 'data', 'pribadi', 'solusi', 'sim', 'amerika']",@ r e m o t i v i   a p a   y g   d i h a r a p k a n   d a r i   m e n t r i   y g   a k i b a t   k e b o c o r a n   d a t a   p r i b a d i n y a   s o l u s i n y a   b i k i n   S I M   A m e r i k a
"UU Perlindungan Data Pribadi disahkan, tapi pengamat sebut implementasinya berpotensi jadi 'macan kertas': Risiko kebocoran data disebut masih akan tetap terjadi meskipun DPR telah mengesahkan Undang-Undang Perlindungan Data Pribadi. Ini karenaƒ?? https://t.co/x4UcyhrzVz",neutral,"uu perlindungan data pribadi disahkan, tapi pengamat sebut implementasinya berpotensi jadi 'macan kertas': risiko kebocoran data disebut masih akan tetap terjadi meskipun dpr telah mengesahkan undang-undang perlindungan data pribadi. ini karenaƒ?? https://t.co/x4ucyhrzvz",uu perlindungan data pribadi disahkan  tapi pengamat sebut implementasinya berpotensi jadi  macan kertas   risiko kebocoran data disebut masih akan tetap terjadi meskipun dpr telah mengesahkan undang undang perlindungan data pribadi  ini karena    ,"['uu', 'perlindungan', 'data', 'pribadi', 'disahkan', 'tapi', 'pengamat', 'sebut', 'implementasinya', 'berpotensi', 'jadi', 'macan', 'kertas', 'risiko', 'kebocoran', 'data', 'disebut', 'masih', 'akan', 'tetap', 'terjadi', 'meskipun', 'dpr', 'telah', 'mengesahkan', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'ini', 'karena']","['uu', 'perlindungan', 'data', 'pribadi', 'disahkan', 'pengamat', 'implementasinya', 'berpotensi', 'macan', 'kertas', 'risiko', 'kebocoran', 'data', 'dpr', 'mengesahkan', 'undang', 'undang', 'perlindungan', 'data', 'pribadi']","['uu', 'lindung', 'data', 'pribadi', 'sah', 'amat', 'implementasi', 'potensi', 'macan', 'kertas', 'risiko', 'bocor', 'data', 'dpr', 'kesah', 'undang', 'undang', 'lindung', 'data', 'pribadi']","U U   P e r l i n d u n g a n   D a t a   P r i b a d i   d i s a h k a n ,   t a p i   p e n g a m a t   s e b u t   i m p l e m e n t a s i n y a   b e r p o t e n s i   j a d i   ' m a c a n   k e r t a s ' :   R i s i k o   k e b o c o r a n   d a t a   d i s e b u t   m a s i h   a k a n   t e t a p   t e r j a d i   m e s k i p u n   D P R   t e l a h   m e n g e s a h k a n   U n d a n g - U n d a n g   P e r l i n d u n g a n   D a t a   P r i b a d i .   I n i   k a r e n a ƒ ? ?   h t t p s : / / t . c o / x 4 U c y h r z V z"
Lol dapet duit 2jt @ShopeeID ~ punten ngetag biar aware... dr nomor +1 lagi via WA ckck. Apakah ini akibat kebocoran data no hp https://t.co/77n03j7M3d,neutral,lol dapet duit 2jt @shopeeid ~ punten ngetag biar aware... dr nomor +1 lagi via wa ckck. apakah ini akibat kebocoran data no hp https://t.co/77n03j7m3d,lol dapet duit jt   punten ngetag biar aware    dr nomor   lagi via wa ckck  apakah ini akibat kebocoran data no hp ,"['lol', 'dapet', 'duit', 'jt', 'punten', 'ngetag', 'biar', 'aware', 'dr', 'nomor', 'lagi', 'via', 'wa', 'ckck', 'apakah', 'ini', 'akibat', 'kebocoran', 'data', 'no', 'hp']","['lol', 'dapet', 'duit', 'jt', 'punten', 'ngetag', 'aware', 'nomor', 'via', 'wa', 'ckck', 'akibat', 'kebocoran', 'data', 'no', 'hp']","['lol', 'dapet', 'duit', 'jt', 'punten', 'ngetag', 'aware', 'nomor', 'via', 'wa', 'ckck', 'akibat', 'bocor', 'data', 'no', 'hp']",L o l   d a p e t   d u i t   2 j t   @ S h o p e e I D   ~   p u n t e n   n g e t a g   b i a r   a w a r e . . .   d r   n o m o r   + 1   l a g i   v i a   W A   c k c k .   A p a k a h   i n i   a k i b a t   k e b o c o r a n   d a t a   n o   h p   h t t p s : / / t . c o / 7 7 n 0 3 j 7 M 3 d
@gldbrchan Hi Kak. Mohon maaf ketidaknyamanannya?????¯ Shopee memastikan keamanan data sehingga tidak ada kebocoran data penggunanya. Mimin himbau agar jangan bagikan kode OTP dan data pribadi lainnya ke pihak lain karena dapat disalahgunakan *1,neutral,@gldbrchan hi kak. mohon maaf ketidaknyamanannya?????¯ shopee memastikan keamanan data sehingga tidak ada kebocoran data penggunanya. mimin himbau agar jangan bagikan kode otp dan data pribadi lainnya ke pihak lain karena dapat disalahgunakan *1, hi kak  mohon maaf ketidaknyamanannya         shopee memastikan keamanan data sehingga tidak ada kebocoran data penggunanya  mimin himbau agar jangan bagikan kode otp dan data pribadi lainnya ke pihak lain karena dapat disalahgunakan  ,"['hi', 'kak', 'mohon', 'maaf', 'ketidaknyamanannya', 'shopee', 'memastikan', 'keamanan', 'data', 'sehingga', 'tidak', 'ada', 'kebocoran', 'data', 'penggunanya', 'mimin', 'himbau', 'agar', 'jangan', 'bagikan', 'kode', 'otp', 'dan', 'data', 'pribadi', 'lainnya', 'ke', 'pihak', 'lain', 'karena', 'dapat', 'disalahgunakan']","['hi', 'kak', 'mohon', 'maaf', 'ketidaknyamanannya', 'shopee', 'keamanan', 'data', 'kebocoran', 'data', 'penggunanya', 'mimin', 'himbau', 'bagikan', 'kode', 'otp', 'data', 'pribadi', 'disalahgunakan']","['hi', 'kak', 'mohon', 'maaf', 'ketidaknyamanannya', 'shopee', 'aman', 'data', 'bocor', 'data', 'guna', 'mimin', 'himbau', 'bagi', 'kode', 'otp', 'data', 'pribadi', 'disalahgunakan']",@ g l d b r c h a n   H i   K a k .   M o h o n   m a a f   k e t i d a k n y a m a n a n n y a ? ? ?  ? ?  ¯   S h o p e e   m e m a s t i k a n   k e a m a n a n   d a t a   s e h i n g g a   t i d a k   a d a   k e b o c o r a n   d a t a   p e n g g u n a n y a .   M i m i n   h i m b a u   a g a r   j a n g a n   b a g i k a n   k o d e   O T P   d a n   d a t a   p r i b a d i   l a i n n y a   k e   p i h a k   l a i n   k a r e n a   d a p a t   d i s a l a h g u n a k a n   * 1
