Tweet,Sentiment,Casefolding,Cleansing,Tokenizing,Stopword,Stemming,Dataclean
"Presiden @jokowi Instruksikan Jajarannya Tindak Lanjuti Dugaan Kebocoran Data Pemerintah

https://t.co/vhjLBaZLR4 https://t.co/fNJ2zkizEf",neutral,"presiden @jokowi instruksikan jajarannya tindak lanjuti dugaan kebocoran data pemerintah

https://t.co/vhjlbazlr4 https://t.co/fnj2zkizef",presiden instruksikan jajarannya tindak lanjuti dugaan kebocoran data pemerintah ,"['presiden', 'instruksikan', 'jajarannya', 'tindak', 'lanjuti', 'dugaan', 'kebocoran', 'data', 'pemerintah']","['presiden', 'instruksikan', 'jajarannya', 'tindak', 'lanjuti', 'dugaan', 'kebocoran', 'data', 'pemerintah']","['presiden', 'instruksi', 'jajar', 'tindak', 'lanjut', 'duga', 'bocor', 'data', 'perintah']",presiden instruksi jajar tindak lanjut duga bocor data perintah
"Presiden @jokowi Instruksikan Jajarannya Tindak Lanjuti Dugaan Kebocoran Data Pemerintah

https://t.co/JiCgAk5kxU https://t.co/5CKMPRTr1X",neutral,"presiden @jokowi instruksikan jajarannya tindak lanjuti dugaan kebocoran data pemerintah

https://t.co/jicgak5kxu https://t.co/5ckmprtr1x",presiden instruksikan jajarannya tindak lanjuti dugaan kebocoran data pemerintah ,"['presiden', 'instruksikan', 'jajarannya', 'tindak', 'lanjuti', 'dugaan', 'kebocoran', 'data', 'pemerintah']","['presiden', 'instruksikan', 'jajarannya', 'tindak', 'lanjuti', 'dugaan', 'kebocoran', 'data', 'pemerintah']","['presiden', 'instruksi', 'jajar', 'tindak', 'lanjut', 'duga', 'bocor', 'data', 'perintah']",presiden instruksi jajar tindak lanjut duga bocor data perintah
"Yang bocor kadang bikin kita terganggu dan baiknya cegah sekarang sebelum terlambat. ??Æú

Termasuk kebocoran data pribadi kita nih sahabat, selalu berhati-hati setiap modus yang mengakibatkan pembocoran data kita ya sahabat????

#bankbjb #bjbKehatihatian #tandamatauntuknegeri https://t.co/lQ6s8VXnC8",neutral,"yang bocor kadang bikin kita terganggu dan baiknya cegah sekarang sebelum terlambat. ??Æú

termasuk kebocoran data pribadi kita nih sahabat, selalu berhati-hati setiap modus yang mengakibatkan pembocoran data kita ya sahabat????

#bankbjb #bjbkehatihatian #tandamatauntuknegeri https://t.co/lq6s8vxnc8",yang bocor kadang bikin kita terganggu dan baiknya cegah sekarang sebelum terlambat       termasuk kebocoran data pribadi kita nih sahabat  selalu berhati hati setiap modus yang mengakibatkan pembocoran data kita ya sahabat     bankbjb bjbkehatihatian tandamatauntuknegeri ,"['yang', 'bocor', 'kadang', 'bikin', 'kita', 'terganggu', 'dan', 'baiknya', 'cegah', 'sekarang', 'sebelum', 'terlambat', 'termasuk', 'kebocoran', 'data', 'pribadi', 'kita', 'nih', 'sahabat', 'selalu', 'berhati', 'hati', 'setiap', 'modus', 'yang', 'mengakibatkan', 'pembocoran', 'data', 'kita', 'ya', 'sahabat', 'bankbjb', 'bjbkehatihatian', 'tandamatauntuknegeri']","['bocor', 'kadang', 'terganggu', 'baiknya', 'cegah', 'terlambat', 'kebocoran', 'data', 'pribadi', 'sahabat', 'berhati', 'hati', 'modus', 'mengakibatkan', 'pembocoran', 'data', 'sahabat', 'bankbjb', 'bjbkehatihatian', 'tandamatauntuknegeri']","['bocor', 'kadang', 'ganggu', 'baik', 'cegah', 'lambat', 'bocor', 'data', 'pribadi', 'sahabat', 'hati', 'hati', 'modus', 'akibat', 'bocor', 'data', 'sahabat', 'bankbjb', 'bjbkehatihatian', 'tandamatauntuknegeri']",bocor kadang ganggu baik cegah lambat bocor data pribadi sahabat hati hati modus akibat bocor data sahabat bankbjb bjbkehatihatian tandamatauntuknegeri
Ini bisa dibandingkan dengan tanggapan kebocoran data pelanggan Indihom https://t.co/bFZjVSsxO8,neutral,ini bisa dibandingkan dengan tanggapan kebocoran data pelanggan indihom https://t.co/bfzjvssxo8,ini bisa dibandingkan dengan tanggapan kebocoran data pelanggan indihom ,"['ini', 'bisa', 'dibandingkan', 'dengan', 'tanggapan', 'kebocoran', 'data', 'pelanggan', 'indihom']","['dibandingkan', 'tanggapan', 'kebocoran', 'data', 'pelanggan', 'indihom']","['banding', 'tanggap', 'bocor', 'data', 'langgan', 'indihom']",banding tanggap bocor data langgan indihom
"Pekan ini warga di Australia sedang khawatir dengan kebocoran data yang diretas dari salah satu perusahaan penyedia layanan telekomunikasi terbesar. Inilah yang kita ketahui sejauh ini.
https://t.co/tMto4AuQ68",neutral,"pekan ini warga di australia sedang khawatir dengan kebocoran data yang diretas dari salah satu perusahaan penyedia layanan telekomunikasi terbesar. inilah yang kita ketahui sejauh ini.
https://t.co/tmto4auq68",pekan ini warga di australia sedang khawatir dengan kebocoran data yang diretas dari salah satu perusahaan penyedia layanan telekomunikasi terbesar  inilah yang kita ketahui sejauh ini  ,"['pekan', 'ini', 'warga', 'di', 'australia', 'sedang', 'khawatir', 'dengan', 'kebocoran', 'data', 'yang', 'diretas', 'dari', 'salah', 'satu', 'perusahaan', 'penyedia', 'layanan', 'telekomunikasi', 'terbesar', 'inilah', 'yang', 'kita', 'ketahui', 'sejauh', 'ini']","['pekan', 'warga', 'australia', 'khawatir', 'kebocoran', 'data', 'diretas', 'salah', 'perusahaan', 'penyedia', 'layanan', 'telekomunikasi', 'terbesar', 'ketahui']","['pekan', 'warga', 'australia', 'khawatir', 'bocor', 'data', 'retas', 'salah', 'usaha', 'sedia', 'layan', 'telekomunikasi', 'besar', 'tahu']",pekan warga australia khawatir bocor data retas salah usaha sedia layan telekomunikasi besar tahu
produk legilasi uu pdp #kemenkominfo #kebocorandata #kominfo #UUPDP https://t.co/NWLX74rIDG,neutral,produk legilasi uu pdp #kemenkominfo #kebocorandata #kominfo #uupdp https://t.co/nwlx74ridg,produk legilasi uu pdp kemenkominfo kebocorandata kominfo uupdp ,"['produk', 'legilasi', 'uu', 'pdp', 'kemenkominfo', 'kebocorandata', 'kominfo', 'uupdp']","['produk', 'legilasi', 'uu', 'pdp', 'kemenkominfo', 'kebocorandata', 'kominfo', 'uupdp']","['produk', 'legilasi', 'uu', 'pdp', 'kemenkominfo', 'kebocorandata', 'kominfo', 'uupdp']",produk legilasi uu pdp kemenkominfo kebocorandata kominfo uupdp
"Kebocoran data besar-besaran terjadi pada perusahaan telekomunikasi Australia, Optus. #TempoDunia https://t.co/tdHs3WaEmS",neutral,"kebocoran data besar-besaran terjadi pada perusahaan telekomunikasi australia, optus. #tempodunia https://t.co/tdhs3waems",kebocoran data besar besaran terjadi pada perusahaan telekomunikasi australia  optus  tempodunia ,"['kebocoran', 'data', 'besar', 'besaran', 'terjadi', 'pada', 'perusahaan', 'telekomunikasi', 'australia', 'optus', 'tempodunia']","['kebocoran', 'data', 'besaran', 'perusahaan', 'telekomunikasi', 'australia', 'optus', 'tempodunia']","['bocor', 'data', 'besar', 'usaha', 'telekomunikasi', 'australia', 'optus', 'tempodunia']",bocor data besar usaha telekomunikasi australia optus tempodunia
"@worksfess KTPnya dikasih watermark nama perusnya nder, misal ada kebocoran data berupa gambar, kita jd tau bocornya dari mana",neutral,"@worksfess ktpnya dikasih watermark nama perusnya nder, misal ada kebocoran data berupa gambar, kita jd tau bocornya dari mana", ktpnya dikasih watermark nama perusnya nder  misal ada kebocoran data berupa gambar  kita jd tau bocornya dari mana,"['ktpnya', 'dikasih', 'watermark', 'nama', 'perusnya', 'nder', 'misal', 'ada', 'kebocoran', 'data', 'berupa', 'gambar', 'kita', 'jd', 'tau', 'bocornya', 'dari', 'mana']","['ktpnya', 'dikasih', 'watermark', 'nama', 'perusnya', 'nder', 'kebocoran', 'data', 'gambar', 'bocornya']","['ktpnya', 'kasih', 'watermark', 'nama', 'perus', 'nder', 'bocor', 'data', 'gambar', 'bocor']",ktpnya kasih watermark nama perus nder bocor data gambar bocor
"Pengesahan Undang-Undang Perlindungan Data Pribadi harus diimbangi dengan implementasi penguatan keamanan siber agar kebocoran data pribadi dapat diminimalisir. #Riset  #AdadiKompas 
https://t.co/8ha8JPbXi2",neutral,"pengesahan undang-undang perlindungan data pribadi harus diimbangi dengan implementasi penguatan keamanan siber agar kebocoran data pribadi dapat diminimalisir. #riset  #adadikompas 
https://t.co/8ha8jpbxi2",pengesahan undang undang perlindungan data pribadi harus diimbangi dengan implementasi penguatan keamanan siber agar kebocoran data pribadi dapat diminimalisir  riset adadikompas ,"['pengesahan', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'harus', 'diimbangi', 'dengan', 'implementasi', 'penguatan', 'keamanan', 'siber', 'agar', 'kebocoran', 'data', 'pribadi', 'dapat', 'diminimalisir', 'riset', 'adadikompas']","['pengesahan', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'diimbangi', 'implementasi', 'penguatan', 'keamanan', 'siber', 'kebocoran', 'data', 'pribadi', 'diminimalisir', 'riset', 'adadikompas']","['kesah', 'undang', 'undang', 'lindung', 'data', 'pribadi', 'imbang', 'implementasi', 'kuat', 'aman', 'siber', 'bocor', 'data', 'pribadi', 'diminimalisir', 'riset', 'adadikompas']",kesah undang undang lindung data pribadi imbang implementasi kuat aman siber bocor data pribadi diminimalisir riset adadikompas
"Pengesahan Undang-Undang Perlindungan Data Pribadi harus diimbangi dengan implementasi penguatan keamanan siber agar kebocoran data pribadi dapat diminimalisir. #Riset #AdadiKompas

https://t.co/JoDjFmfDIp",neutral,"pengesahan undang-undang perlindungan data pribadi harus diimbangi dengan implementasi penguatan keamanan siber agar kebocoran data pribadi dapat diminimalisir. #riset #adadikompas

https://t.co/jodjfmfdip",pengesahan undang undang perlindungan data pribadi harus diimbangi dengan implementasi penguatan keamanan siber agar kebocoran data pribadi dapat diminimalisir  riset adadikompas ,"['pengesahan', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'harus', 'diimbangi', 'dengan', 'implementasi', 'penguatan', 'keamanan', 'siber', 'agar', 'kebocoran', 'data', 'pribadi', 'dapat', 'diminimalisir', 'riset', 'adadikompas']","['pengesahan', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'diimbangi', 'implementasi', 'penguatan', 'keamanan', 'siber', 'kebocoran', 'data', 'pribadi', 'diminimalisir', 'riset', 'adadikompas']","['kesah', 'undang', 'undang', 'lindung', 'data', 'pribadi', 'imbang', 'implementasi', 'kuat', 'aman', 'siber', 'bocor', 'data', 'pribadi', 'diminimalisir', 'riset', 'adadikompas']",kesah undang undang lindung data pribadi imbang implementasi kuat aman siber bocor data pribadi diminimalisir riset adadikompas
"Kasus kebocoran data pada tahun ini membuat resah publik karena hampir rutin terjadi setiap bulan. Yang terakhir, sebanyak 1, 3 miliar data registrasi kartu SIM bocor di dunia maya. https://t.co/1Trn3RkdSG",neutral,"kasus kebocoran data pada tahun ini membuat resah publik karena hampir rutin terjadi setiap bulan. yang terakhir, sebanyak 1, 3 miliar data registrasi kartu sim bocor di dunia maya. https://t.co/1trn3rkdsg",kasus kebocoran data pada tahun ini membuat resah publik karena hampir rutin terjadi setiap bulan  yang terakhir  sebanyak    miliar data registrasi kartu sim bocor di dunia maya  ,"['kasus', 'kebocoran', 'data', 'pada', 'tahun', 'ini', 'membuat', 'resah', 'publik', 'karena', 'hampir', 'rutin', 'terjadi', 'setiap', 'bulan', 'yang', 'terakhir', 'sebanyak', 'miliar', 'data', 'registrasi', 'kartu', 'sim', 'bocor', 'di', 'dunia', 'maya']","['kebocoran', 'data', 'resah', 'publik', 'rutin', 'miliar', 'data', 'registrasi', 'kartu', 'sim', 'bocor', 'dunia', 'maya']","['bocor', 'data', 'resah', 'publik', 'rutin', 'miliar', 'data', 'registrasi', 'kartu', 'sim', 'bocor', 'dunia', 'maya']",bocor data resah publik rutin miliar data registrasi kartu sim bocor dunia maya
"Anggaran belanja @BSSN_RI yang mencapai Rp 624 miliar di tahun depan , moga-moga dibayar tunai dengan pengawasan super ketat agar tak ada lagi kebocoran data publik. 

@DPR_RI 
@kemkominfo 
 @PlateJohnny
https://t.co/JuRePQJ0vW",neutral,"anggaran belanja @bssn_ri yang mencapai rp 624 miliar di tahun depan , moga-moga dibayar tunai dengan pengawasan super ketat agar tak ada lagi kebocoran data publik. 

@dpr_ri 
@kemkominfo 
 @platejohnny
https://t.co/jurepqj0vw",anggaran belanja yang mencapai rp  miliar di tahun depan   moga moga dibayar tunai dengan pengawasan super ketat agar tak ada lagi kebocoran data publik  ,"['anggaran', 'belanja', 'yang', 'mencapai', 'rp', 'miliar', 'di', 'tahun', 'depan', 'moga', 'moga', 'dibayar', 'tunai', 'dengan', 'pengawasan', 'super', 'ketat', 'agar', 'tak', 'ada', 'lagi', 'kebocoran', 'data', 'publik']","['anggaran', 'belanja', 'mencapai', 'rp', 'miliar', 'moga', 'moga', 'dibayar', 'tunai', 'pengawasan', 'super', 'ketat', 'kebocoran', 'data', 'publik']","['anggar', 'belanja', 'capai', 'rp', 'miliar', 'moga', 'moga', 'bayar', 'tunai', 'awas', 'super', 'ketat', 'bocor', 'data', 'publik']",anggar belanja capai rp miliar moga moga bayar tunai awas super ketat bocor data publik
"Meski disinggung dalam rapat kerja dengan Komisi I DPR, tapi BIN malah menjawabnya secara garis besarnya, bukan inti masalahnya.

BIN juga diam soal dugaan kebocoran data yang dialami oleh badan intelijen itu sendiri.

Selengkapnya~

https://t.co/hIW3fGzs51 https://t.co/CcFDVTBPIu",neutral,"meski disinggung dalam rapat kerja dengan komisi i dpr, tapi bin malah menjawabnya secara garis besarnya, bukan inti masalahnya.

bin juga diam soal dugaan kebocoran data yang dialami oleh badan intelijen itu sendiri.

selengkapnya~

https://t.co/hiw3fgzs51 https://t.co/ccfdvtbpiu",meski disinggung dalam rapat kerja dengan komisi i dpr  tapi bin malah menjawabnya secara garis besarnya  bukan inti masalahnya  bin juga diam soal dugaan kebocoran data yang dialami oleh badan intelijen itu sendiri  selengkapnya  ,"['meski', 'disinggung', 'dalam', 'rapat', 'kerja', 'dengan', 'komisi', 'i', 'dpr', 'tapi', 'bin', 'malah', 'menjawabnya', 'secara', 'garis', 'besarnya', 'bukan', 'inti', 'masalahnya', 'bin', 'juga', 'diam', 'soal', 'dugaan', 'kebocoran', 'data', 'yang', 'dialami', 'oleh', 'badan', 'intelijen', 'itu', 'sendiri', 'selengkapnya']","['disinggung', 'rapat', 'kerja', 'komisi', 'i', 'dpr', 'bin', 'menjawabnya', 'garis', 'besarnya', 'inti', 'bin', 'diam', 'dugaan', 'kebocoran', 'data', 'dialami', 'badan', 'intelijen', 'selengkapnya']","['singgung', 'rapat', 'kerja', 'komisi', 'i', 'dpr', 'bin', 'jawab', 'garis', 'besar', 'inti', 'bin', 'diam', 'duga', 'bocor', 'data', 'alami', 'badan', 'intelijen', 'lengkap']",singgung rapat kerja komisi i dpr bin jawab garis besar inti bin diam duga bocor data alami badan intelijen lengkap
https://t.co/8PikPc5EZo Kepala BIN Ogah Bicara soal Bjorka dan Kebocoran Data Internal - detikNews https://t.co/vctjIl0ALb https://t.co/jh3LKF9MTT,neutral,https://t.co/8pikpc5ezo kepala bin ogah bicara soal bjorka dan kebocoran data internal - detiknews https://t.co/vctjil0alb https://t.co/jh3lkf9mtt, kepala bin ogah bicara soal bjorka dan kebocoran data internal   detiknews ,"['kepala', 'bin', 'ogah', 'bicara', 'soal', 'bjorka', 'dan', 'kebocoran', 'data', 'internal', 'detiknews']","['kepala', 'bin', 'ogah', 'bicara', 'bjorka', 'kebocoran', 'data', 'internal', 'detiknews']","['kepala', 'bin', 'ogah', 'bicara', 'bjorka', 'bocor', 'data', 'internal', 'detiknews']",kepala bin ogah bicara bjorka bocor data internal detiknews
Ketua DPR RI Puan Maharani ingatkan agar Satgas Perlindungan Data yg dibuat pemerintah dapat menyelesaikan masalah kebocoran data &amp; kejahatan siber secara menyeluruh. https://t.co/zZ2rEK5OGA Puan Harapan Rakyat,neutral,ketua dpr ri puan maharani ingatkan agar satgas perlindungan data yg dibuat pemerintah dapat menyelesaikan masalah kebocoran data &amp; kejahatan siber secara menyeluruh. https://t.co/zz2rek5oga puan harapan rakyat,ketua dpr ri puan maharani ingatkan agar satgas perlindungan data yg dibuat pemerintah dapat menyelesaikan masalah kebocoran data  amp  kejahatan siber secara menyeluruh  puan harapan rakyat,"['ketua', 'dpr', 'ri', 'puan', 'maharani', 'ingatkan', 'agar', 'satgas', 'perlindungan', 'data', 'yg', 'dibuat', 'pemerintah', 'dapat', 'menyelesaikan', 'masalah', 'kebocoran', 'data', 'amp', 'kejahatan', 'siber', 'secara', 'menyeluruh', 'puan', 'harapan', 'rakyat']","['ketua', 'dpr', 'ri', 'puan', 'maharani', 'ingatkan', 'satgas', 'perlindungan', 'data', 'pemerintah', 'menyelesaikan', 'kebocoran', 'data', 'kejahatan', 'siber', 'puan', 'harapan', 'rakyat']","['ketua', 'dpr', 'ri', 'puan', 'maharani', 'ingat', 'satgas', 'lindung', 'data', 'perintah', 'selesai', 'bocor', 'data', 'jahat', 'siber', 'puan', 'harap', 'rakyat']",ketua dpr ri puan maharani ingat satgas lindung data perintah selesai bocor data jahat siber puan harap rakyat
Kepala BIN Ogah Bicara soal Bjorka dan Kebocoran Data Internal https://t.co/dycgBnd5Z8,neutral,kepala bin ogah bicara soal bjorka dan kebocoran data internal https://t.co/dycgbnd5z8,kepala bin ogah bicara soal bjorka dan kebocoran data internal ,"['kepala', 'bin', 'ogah', 'bicara', 'soal', 'bjorka', 'dan', 'kebocoran', 'data', 'internal']","['kepala', 'bin', 'ogah', 'bicara', 'bjorka', 'kebocoran', 'data', 'internal']","['kepala', 'bin', 'ogah', 'bicara', 'bjorka', 'bocor', 'data', 'internal']",kepala bin ogah bicara bjorka bocor data internal
"Sahkan UU PDP, kinerja DPR di bawah kepemimpinan Puan Maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga Indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/3gEuOaBGt2 Puan Harapan Rakyat",neutral,"sahkan uu pdp, kinerja dpr di bawah kepemimpinan puan maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga indonesia di tengah maraknya kasus-kasus kebocoran data. https://t.co/3geuoabgt2 puan harapan rakyat",sahkan uu pdp  kinerja dpr di bawah kepemimpinan puan maharani diapresiasi dan dinilai menghadirkan rasa aman bagi warga indonesia di tengah maraknya kasus kasus kebocoran data  puan harapan rakyat,"['sahkan', 'uu', 'pdp', 'kinerja', 'dpr', 'di', 'bawah', 'kepemimpinan', 'puan', 'maharani', 'diapresiasi', 'dan', 'dinilai', 'menghadirkan', 'rasa', 'aman', 'bagi', 'warga', 'indonesia', 'di', 'tengah', 'maraknya', 'kasus', 'kasus', 'kebocoran', 'data', 'puan', 'harapan', 'rakyat']","['sahkan', 'uu', 'pdp', 'kinerja', 'dpr', 'kepemimpinan', 'puan', 'maharani', 'diapresiasi', 'dinilai', 'menghadirkan', 'aman', 'warga', 'indonesia', 'maraknya', 'kebocoran', 'data', 'puan', 'harapan', 'rakyat']","['sahkan', 'uu', 'pdp', 'kerja', 'dpr', 'pimpin', 'puan', 'maharani', 'apresiasi', 'nilai', 'hadir', 'aman', 'warga', 'indonesia', 'marak', 'bocor', 'data', 'puan', 'harap', 'rakyat']",sahkan uu pdp kerja dpr pimpin puan maharani apresiasi nilai hadir aman warga indonesia marak bocor data puan harap rakyat
"Setiap harinya. Secara sadar atau pun tidak khalayak seakan tidak punya lini privasi yg tertutup dengan istilah ""lebih cepat"" atau ""praktis"". Hal itu terbukti dari beberapa berita yg mempublish berita perihal kebocoran data. Lalu beberapa pekan kemarin geger perihal bjorka yg",neutral,"setiap harinya. secara sadar atau pun tidak khalayak seakan tidak punya lini privasi yg tertutup dengan istilah ""lebih cepat"" atau ""praktis"". hal itu terbukti dari beberapa berita yg mempublish berita perihal kebocoran data. lalu beberapa pekan kemarin geger perihal bjorka yg",setiap harinya  secara sadar atau pun tidak khalayak seakan tidak punya lini privasi yg tertutup dengan istilah  lebih cepat  atau  praktis   hal itu terbukti dari beberapa berita yg mempublish berita perihal kebocoran data  lalu beberapa pekan kemarin geger perihal bjorka yg,"['setiap', 'harinya', 'secara', 'sadar', 'atau', 'pun', 'tidak', 'khalayak', 'seakan', 'tidak', 'punya', 'lini', 'privasi', 'yg', 'tertutup', 'dengan', 'istilah', 'lebih', 'cepat', 'atau', 'praktis', 'hal', 'itu', 'terbukti', 'dari', 'beberapa', 'berita', 'yg', 'mempublish', 'berita', 'perihal', 'kebocoran', 'data', 'lalu', 'beberapa', 'pekan', 'kemarin', 'geger', 'perihal', 'bjorka', 'yg']","['harinya', 'sadar', 'khalayak', 'seakan', 'lini', 'privasi', 'tertutup', 'istilah', 'cepat', 'praktis', 'terbukti', 'berita', 'mempublish', 'berita', 'perihal', 'kebocoran', 'data', 'pekan', 'kemarin', 'geger', 'perihal', 'bjorka']","['hari', 'sadar', 'khalayak', 'akan', 'lini', 'privasi', 'tutup', 'istilah', 'cepat', 'praktis', 'bukti', 'berita', 'mempublish', 'berita', 'perihal', 'bocor', 'data', 'pekan', 'kemarin', 'geger', 'perihal', 'bjorka']",hari sadar khalayak akan lini privasi tutup istilah cepat praktis bukti berita mempublish berita perihal bocor data pekan kemarin geger perihal bjorka
"Koran Online: Polri Tanggapi Soal Dugaan Kebocoran 26 Juta Data, Data Usang https://t.co/JbDnRJqe3J",neutral,"koran online: polri tanggapi soal dugaan kebocoran 26 juta data, data usang https://t.co/jbdnrjqe3j",koran online  polri tanggapi soal dugaan kebocoran  juta data  data usang ,"['koran', 'online', 'polri', 'tanggapi', 'soal', 'dugaan', 'kebocoran', 'juta', 'data', 'data', 'usang']","['koran', 'online', 'polri', 'tanggapi', 'dugaan', 'kebocoran', 'juta', 'data', 'data', 'usang']","['koran', 'online', 'polri', 'tanggap', 'duga', 'bocor', 'juta', 'data', 'data', 'usang']",koran online polri tanggap duga bocor juta data data usang
Kepala BIN Budi Gunawan ogah bicara soal aksi hacker Bjorka dan kebocoran data di kalangan internal yang terjadi belakangan. https://t.co/rUhlZ68u76,neutral,kepala bin budi gunawan ogah bicara soal aksi hacker bjorka dan kebocoran data di kalangan internal yang terjadi belakangan. https://t.co/ruhlz68u76,kepala bin budi gunawan ogah bicara soal aksi hacker bjorka dan kebocoran data di kalangan internal yang terjadi belakangan  ,"['kepala', 'bin', 'budi', 'gunawan', 'ogah', 'bicara', 'soal', 'aksi', 'hacker', 'bjorka', 'dan', 'kebocoran', 'data', 'di', 'kalangan', 'internal', 'yang', 'terjadi', 'belakangan']","['kepala', 'bin', 'budi', 'gunawan', 'ogah', 'bicara', 'aksi', 'hacker', 'bjorka', 'kebocoran', 'data', 'kalangan', 'internal']","['kepala', 'bin', 'budi', 'gunawan', 'ogah', 'bicara', 'aksi', 'hacker', 'bjorka', 'bocor', 'data', 'kalang', 'internal']",kepala bin budi gunawan ogah bicara aksi hacker bjorka bocor data kalang internal
"Kepala BIN Irit Bicara Soal Pembahasan Rapat dengan Komisi I DPR, Legislator: Singgung Isu Kebocoran Data dan Bjorka https://t.co/yfGYpYHN2X",neutral,"kepala bin irit bicara soal pembahasan rapat dengan komisi i dpr, legislator: singgung isu kebocoran data dan bjorka https://t.co/yfgypyhn2x",kepala bin irit bicara soal pembahasan rapat dengan komisi i dpr  legislator  singgung isu kebocoran data dan bjorka ,"['kepala', 'bin', 'irit', 'bicara', 'soal', 'pembahasan', 'rapat', 'dengan', 'komisi', 'i', 'dpr', 'legislator', 'singgung', 'isu', 'kebocoran', 'data', 'dan', 'bjorka']","['kepala', 'bin', 'irit', 'bicara', 'pembahasan', 'rapat', 'komisi', 'i', 'dpr', 'legislator', 'singgung', 'isu', 'kebocoran', 'data', 'bjorka']","['kepala', 'bin', 'irit', 'bicara', 'bahas', 'rapat', 'komisi', 'i', 'dpr', 'legislator', 'singgung', 'isu', 'bocor', 'data', 'bjorka']",kepala bin irit bicara bahas rapat komisi i dpr legislator singgung isu bocor data bjorka
Kepala BIN Ogah Bicara soal Bjorka dan Kebocoran Data?ˇInternal https://t.co/B4WbCXyEyW,neutral,kepala bin ogah bicara soal bjorka dan kebocoran data?ˇinternal https://t.co/b4wbcxyeyw,kepala bin ogah bicara soal bjorka dan kebocoran data  internal ,"['kepala', 'bin', 'ogah', 'bicara', 'soal', 'bjorka', 'dan', 'kebocoran', 'data', 'internal']","['kepala', 'bin', 'ogah', 'bicara', 'bjorka', 'kebocoran', 'data', 'internal']","['kepala', 'bin', 'ogah', 'bicara', 'bjorka', 'bocor', 'data', 'internal']",kepala bin ogah bicara bjorka bocor data internal
"... DARI MANA ? ya dari kebocoran data! Terus gini ya para pejabat yang ga ngerti! UU PDP memang mengatur tanggung jawab pengolahan data dll, TAPI ISO 27001 ITUENGATUR SISTEM SEKURITY PARA PEMILIK DAN PENGELOLA DATA DALAM ORGANISASI/PERUSAHAAN! Dan itu DETIL!",neutral,"... dari mana ? ya dari kebocoran data! terus gini ya para pejabat yang ga ngerti! uu pdp memang mengatur tanggung jawab pengolahan data dll, tapi iso 27001 ituengatur sistem sekurity para pemilik dan pengelola data dalam organisasi/perusahaan! dan itu detil!",    dari mana   ya dari kebocoran data  terus gini ya para pejabat yang ga ngerti  uu pdp memang mengatur tanggung jawab pengolahan data dll  tapi iso  ituengatur sistem sekurity para pemilik dan pengelola data dalam organisasi perusahaan  dan itu detil ,"['dari', 'mana', 'ya', 'dari', 'kebocoran', 'data', 'terus', 'gini', 'ya', 'para', 'pejabat', 'yang', 'ga', 'ngerti', 'uu', 'pdp', 'memang', 'mengatur', 'tanggung', 'jawab', 'pengolahan', 'data', 'dll', 'tapi', 'iso', 'ituengatur', 'sistem', 'sekurity', 'para', 'pemilik', 'dan', 'pengelola', 'data', 'dalam', 'organisasi', 'perusahaan', 'dan', 'itu', 'detil']","['kebocoran', 'data', 'gini', 'pejabat', 'ngerti', 'uu', 'pdp', 'mengatur', 'tanggung', 'pengolahan', 'data', 'dll', 'iso', 'ituengatur', 'sistem', 'sekurity', 'pemilik', 'pengelola', 'data', 'organisasi', 'perusahaan', 'detil']","['bocor', 'data', 'gin', 'jabat', 'ngerti', 'uu', 'pdp', 'atur', 'tanggung', 'olah', 'data', 'dll', 'iso', 'ituengatur', 'sistem', 'sekurity', 'milik', 'kelola', 'data', 'organisasi', 'usaha', 'detil']",bocor data gin jabat ngerti uu pdp atur tanggung olah data dll iso ituengatur sistem sekurity milik kelola data organisasi usaha detil
Kepala BIN Budi Gunawan ogah bicara soal aksi hacker Bjorka dan kebocoran data di internal yang terjadi belakangan. https://t.co/pX4r0eSDwP,neutral,kepala bin budi gunawan ogah bicara soal aksi hacker bjorka dan kebocoran data di internal yang terjadi belakangan. https://t.co/px4r0esdwp,kepala bin budi gunawan ogah bicara soal aksi hacker bjorka dan kebocoran data di internal yang terjadi belakangan  ,"['kepala', 'bin', 'budi', 'gunawan', 'ogah', 'bicara', 'soal', 'aksi', 'hacker', 'bjorka', 'dan', 'kebocoran', 'data', 'di', 'internal', 'yang', 'terjadi', 'belakangan']","['kepala', 'bin', 'budi', 'gunawan', 'ogah', 'bicara', 'aksi', 'hacker', 'bjorka', 'kebocoran', 'data', 'internal']","['kepala', 'bin', 'budi', 'gunawan', 'ogah', 'bicara', 'aksi', 'hacker', 'bjorka', 'bocor', 'data', 'internal']",kepala bin budi gunawan ogah bicara aksi hacker bjorka bocor data internal
